,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
164,0.0728759765625,0.07489013671875,0.0784912109375,0.0753173828125,0.0802001953125,0.083251953125,0.0970458984375,0.088134765625,0.10748291015625,0.107421875,0.11712646484375,0.0972900390625,0.1041259765625,0.10498046875,0.1015625,0.09332275390625,0.09881591796875,0.09759521484375,0.10430908203125,0.09405517578125,0.10235595703125,0.10040283203125,0.10296630859375,0.0914306640625,0.0987548828125,0.096923828125,0.095458984375,0.08868408203125,0.08453369140625,0.09375,0.07373046875,0.072265625
165,0.07281494140625,0.0748291015625,0.07843017578125,0.07525634765625,0.08013916015625,0.08319091796875,0.0970458984375,0.08807373046875,0.107421875,0.10736083984375,0.11712646484375,0.0972900390625,0.10418701171875,0.10504150390625,0.1016845703125,0.0933837890625,0.0989990234375,0.09771728515625,0.1043701171875,0.0941162109375,0.10235595703125,0.10052490234375,0.10302734375,0.0916748046875,0.0987548828125,0.09710693359375,0.09552001953125,0.08892822265625,0.08453369140625,0.09375,0.07379150390625,0.07244873046875
166,0.0728759765625,0.074951171875,0.0784912109375,0.0753173828125,0.08013916015625,0.083251953125,0.0970458984375,0.08807373046875,0.10736083984375,0.1072998046875,0.1170654296875,0.09722900390625,0.1041259765625,0.10498046875,0.1016845703125,0.09332275390625,0.0989990234375,0.09765625,0.1043701171875,0.0941162109375,0.102294921875,0.10052490234375,0.10308837890625,0.0919189453125,0.09881591796875,0.0972900390625,0.095703125,0.0892333984375,0.084716796875,0.0938720703125,0.0740966796875,0.07281494140625
167,0.0728759765625,0.074951171875,0.0784912109375,0.0753173828125,0.08013916015625,0.083251953125,0.0970458984375,0.08807373046875,0.1072998046875,0.10723876953125,0.11700439453125,0.09722900390625,0.10406494140625,0.10491943359375,0.1016845703125,0.09332275390625,0.0989990234375,0.09765625,0.1044921875,0.09417724609375,0.1024169921875,0.1005859375,0.10321044921875,0.092041015625,0.098876953125,0.09735107421875,0.09576416015625,0.08929443359375,0.08477783203125,0.09393310546875,0.0740966796875,0.0728759765625
168,0.0726318359375,0.07470703125,0.07818603515625,0.07513427734375,0.079833984375,0.08294677734375,0.0965576171875,0.0877685546875,0.1068115234375,0.10675048828125,0.11651611328125,0.0968017578125,0.10369873046875,0.10455322265625,0.1014404296875,0.09307861328125,0.0989990234375,0.09771728515625,0.10516357421875,0.09442138671875,0.10345458984375,0.1016845703125,0.10443115234375,0.09271240234375,0.09942626953125,0.09808349609375,0.09619140625,0.08953857421875,0.08489990234375,0.09423828125,0.07427978515625,0.07305908203125
169,0.072509765625,0.0745849609375,0.07806396484375,0.07501220703125,0.0797119140625,0.08282470703125,0.09637451171875,0.087646484375,0.1065673828125,0.10650634765625,0.11627197265625,0.09661865234375,0.10357666015625,0.10443115234375,0.1015625,0.09295654296875,0.099365234375,0.0977783203125,0.10565185546875,0.094482421875,0.10400390625,0.10198974609375,0.1048583984375,0.0928955078125,0.099609375,0.09832763671875,0.09625244140625,0.08966064453125,0.0849609375,0.09429931640625,0.07440185546875,0.0731201171875
170,0.07257080078125,0.07464599609375,0.078125,0.0750732421875,0.07977294921875,0.0828857421875,0.096435546875,0.08770751953125,0.10662841796875,0.1065673828125,0.11627197265625,0.0966796875,0.10357666015625,0.10443115234375,0.1015625,0.093017578125,0.099365234375,0.0977783203125,0.10565185546875,0.094482421875,0.10394287109375,0.1019287109375,0.1048583984375,0.0928955078125,0.099609375,0.09832763671875,0.0963134765625,0.0897216796875,0.0849609375,0.09429931640625,0.074462890625,0.07330322265625
171,0.07257080078125,0.07464599609375,0.078125,0.0750732421875,0.07977294921875,0.08282470703125,0.09637451171875,0.08770751953125,0.1065673828125,0.1064453125,0.11614990234375,0.0966796875,0.103515625,0.10430908203125,0.10150146484375,0.09295654296875,0.099365234375,0.0977783203125,0.10565185546875,0.094482421875,0.10406494140625,0.1019287109375,0.10504150390625,0.0928955078125,0.0999755859375,0.0985107421875,0.0966796875,0.08978271484375,0.08538818359375,0.0947265625,0.07476806640625,0.0733642578125
172,0.0726318359375,0.07470703125,0.07818603515625,0.07513427734375,0.07977294921875,0.0828857421875,0.09637451171875,0.08770751953125,0.1065673828125,0.1064453125,0.11614990234375,0.09674072265625,0.103515625,0.10430908203125,0.10150146484375,0.09295654296875,0.099365234375,0.0977783203125,0.10565185546875,0.094482421875,0.10406494140625,0.1019287109375,0.10504150390625,0.0928955078125,0.0999755859375,0.0985107421875,0.0966796875,0.08978271484375,0.08544921875,0.09478759765625,0.0748291015625,0.07330322265625
173,0.07269287109375,0.07476806640625,0.07818603515625,0.0751953125,0.07977294921875,0.0828857421875,0.09637451171875,0.0877685546875,0.1065673828125,0.1064453125,0.11614990234375,0.09674072265625,0.103515625,0.10430908203125,0.10150146484375,0.09295654296875,0.099365234375,0.0977783203125,0.10565185546875,0.094482421875,0.10406494140625,0.1019287109375,0.10504150390625,0.0928955078125,0.10003662109375,0.0985107421875,0.09674072265625,0.08978271484375,0.08563232421875,0.09490966796875,0.074951171875,0.0733642578125
174,0.07269287109375,0.07476806640625,0.078125,0.0751953125,0.0797119140625,0.0828857421875,0.09637451171875,0.08770751953125,0.10650634765625,0.1063232421875,0.115966796875,0.09674072265625,0.1033935546875,0.10430908203125,0.1015625,0.0931396484375,0.09942626953125,0.09814453125,0.1058349609375,0.09515380859375,0.1041259765625,0.102294921875,0.10516357421875,0.09320068359375,0.10015869140625,0.0986328125,0.09686279296875,0.08984375,0.085693359375,0.09503173828125,0.07501220703125,0.07342529296875
175,0.07275390625,0.0748291015625,0.07818603515625,0.0751953125,0.0797119140625,0.0828857421875,0.09637451171875,0.08770751953125,0.1064453125,0.10626220703125,0.11590576171875,0.09674072265625,0.1033935546875,0.10430908203125,0.1015625,0.09320068359375,0.0994873046875,0.0982666015625,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.09686279296875,0.08990478515625,0.08575439453125,0.09503173828125,0.0750732421875,0.073486328125
176,0.07281494140625,0.07489013671875,0.0782470703125,0.07525634765625,0.07977294921875,0.08294677734375,0.09637451171875,0.0877685546875,0.1064453125,0.10626220703125,0.11590576171875,0.09674072265625,0.10345458984375,0.10430908203125,0.1015625,0.09320068359375,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.09686279296875,0.08990478515625,0.08575439453125,0.09503173828125,0.07513427734375,0.07354736328125
177,0.0728759765625,0.074951171875,0.07830810546875,0.0753173828125,0.079833984375,0.08294677734375,0.09637451171875,0.08782958984375,0.1064453125,0.10626220703125,0.11590576171875,0.0968017578125,0.10345458984375,0.10430908203125,0.1015625,0.09320068359375,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.09686279296875,0.0899658203125,0.0858154296875,0.0950927734375,0.0751953125,0.0736083984375
178,0.07293701171875,0.074951171875,0.07830810546875,0.0753173828125,0.079833984375,0.08294677734375,0.09637451171875,0.08782958984375,0.1064453125,0.10626220703125,0.11590576171875,0.0968017578125,0.10345458984375,0.10430908203125,0.1015625,0.09320068359375,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.09686279296875,0.09002685546875,0.0858154296875,0.0950927734375,0.0751953125,0.07366943359375
179,0.072998046875,0.07501220703125,0.078369140625,0.07537841796875,0.07989501953125,0.0830078125,0.09637451171875,0.087890625,0.1064453125,0.10626220703125,0.11590576171875,0.0968017578125,0.10345458984375,0.10430908203125,0.1015625,0.09320068359375,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.09686279296875,0.09002685546875,0.0858154296875,0.0950927734375,0.07525634765625,0.07373046875
180,0.0731201171875,0.07513427734375,0.0784912109375,0.07550048828125,0.0799560546875,0.0831298828125,0.096435546875,0.08795166015625,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08587646484375,0.09515380859375,0.0753173828125,0.0738525390625
181,0.07318115234375,0.07513427734375,0.07855224609375,0.0755615234375,0.08001708984375,0.0831298828125,0.096435546875,0.08795166015625,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08587646484375,0.09515380859375,0.07537841796875,0.07391357421875
182,0.0732421875,0.0751953125,0.07855224609375,0.07562255859375,0.08001708984375,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08587646484375,0.09515380859375,0.07537841796875,0.073974609375
183,0.07330322265625,0.07525634765625,0.07855224609375,0.07562255859375,0.08001708984375,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08587646484375,0.09515380859375,0.07537841796875,0.07403564453125
184,0.0733642578125,0.0753173828125,0.07861328125,0.07568359375,0.080078125,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.075439453125,0.0740966796875
185,0.0733642578125,0.07537841796875,0.07861328125,0.07574462890625,0.080078125,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.07550048828125,0.07415771484375
186,0.0733642578125,0.07537841796875,0.07861328125,0.07574462890625,0.080078125,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.07550048828125,0.07415771484375
187,0.0733642578125,0.07537841796875,0.07861328125,0.07574462890625,0.080078125,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.07550048828125,0.07415771484375
188,0.07342529296875,0.07537841796875,0.07867431640625,0.07574462890625,0.08013916015625,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.07550048828125,0.07415771484375
189,0.07342529296875,0.07537841796875,0.07867431640625,0.07574462890625,0.08013916015625,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.07550048828125,0.07415771484375
190,0.07342529296875,0.075439453125,0.0787353515625,0.0758056640625,0.08013916015625,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.0755615234375,0.07415771484375
191,0.07342529296875,0.075439453125,0.0787353515625,0.0758056640625,0.08013916015625,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.0755615234375,0.07415771484375
192,0.07342529296875,0.075439453125,0.0787353515625,0.0758056640625,0.08013916015625,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.0755615234375,0.07415771484375
193,0.07342529296875,0.075439453125,0.0787353515625,0.0758056640625,0.08013916015625,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.0755615234375,0.07415771484375
194,0.07342529296875,0.075439453125,0.0787353515625,0.0758056640625,0.08013916015625,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.0755615234375,0.07415771484375
195,0.07342529296875,0.075439453125,0.0787353515625,0.0758056640625,0.08013916015625,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.0755615234375,0.07415771484375
196,0.07342529296875,0.075439453125,0.0787353515625,0.07586669921875,0.08013916015625,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0859375,0.09515380859375,0.07562255859375,0.07421875
197,0.073486328125,0.07550048828125,0.07879638671875,0.075927734375,0.0802001953125,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08599853515625,0.09515380859375,0.07568359375,0.07427978515625
198,0.073486328125,0.07550048828125,0.07879638671875,0.075927734375,0.0802001953125,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08599853515625,0.09515380859375,0.07568359375,0.07427978515625
199,0.073486328125,0.07550048828125,0.07879638671875,0.075927734375,0.0802001953125,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08599853515625,0.09515380859375,0.07568359375,0.07427978515625
200,0.07354736328125,0.07550048828125,0.078857421875,0.07598876953125,0.0802001953125,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08599853515625,0.09515380859375,0.07568359375,0.0743408203125
201,0.0736083984375,0.0755615234375,0.078857421875,0.0760498046875,0.08026123046875,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08599853515625,0.09515380859375,0.07574462890625,0.0743408203125
202,0.07366943359375,0.07562255859375,0.07891845703125,0.0760498046875,0.08026123046875,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08599853515625,0.09515380859375,0.0758056640625,0.07440185546875
203,0.07366943359375,0.07562255859375,0.0789794921875,0.0760498046875,0.08026123046875,0.0831298828125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08599853515625,0.09515380859375,0.07586669921875,0.074462890625
204,0.07373046875,0.07568359375,0.07904052734375,0.07611083984375,0.080322265625,0.08319091796875,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.08599853515625,0.09515380859375,0.075927734375,0.07452392578125
205,0.07379150390625,0.07574462890625,0.07904052734375,0.076171875,0.080322265625,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.10589599609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.0745849609375
206,0.0738525390625,0.07574462890625,0.0791015625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.07464599609375
207,0.07391357421875,0.0758056640625,0.0791015625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.07470703125
208,0.073974609375,0.0758056640625,0.0791015625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.07470703125
209,0.073974609375,0.0758056640625,0.0791015625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.07470703125
210,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.07476806640625
211,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.07476806640625
212,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.07476806640625
213,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.07476806640625
214,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.0748291015625
215,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.0748291015625
216,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.0748291015625
217,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.0748291015625
218,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.0748291015625
219,0.07403564453125,0.07586669921875,0.07916259765625,0.07623291015625,0.08038330078125,0.083251953125,0.096435546875,0.0880126953125,0.1064453125,0.10626220703125,0.1158447265625,0.09686279296875,0.10345458984375,0.10430908203125,0.1015625,0.09326171875,0.09954833984375,0.09832763671875,0.1058349609375,0.0953369140625,0.1041259765625,0.1024169921875,0.10516357421875,0.09332275390625,0.10015869140625,0.0986328125,0.096923828125,0.090087890625,0.0860595703125,0.09521484375,0.07598876953125,0.0748291015625
